player_id,fpl_element_id,fpl_player_code,web_name,full_name,team_id,position_id,price_m,selected_by_percent,status,total_points,minutes,form,points_per_game
272,272,631786,Kusi-Asare,Jonah Kusi-Asare,12,4,4.5,5.4,a,0,0,0.0,0.0
273,273,167825,Phillips,Dillon Phillips,14,1,4.0,1.4,a,0,0,0.0,0.0
274,274,105666,Butland,Jack Butland,14,1,4.5,0.1,i,0,0,0.0,0.0
275,275,494950,Cartwright,Harvey Cartwright,14,1,4.0,0.0,u,0,0,0.0,0.0
276,276,444307,Lo-Tutala,Thimothée Lo-Tutala,14,1,4.0,0.0,u,0,0,0.0,0.0
277,277,108416,Egan,John Egan,14,2,4.1,7.1,a,26,437,4.5,5.2
278,278,501902,Hughes,Charlie Hughes,14,2,3.9,0.2,i,0,0,0.0,0.0
279,279,146426,Ajayi,Semi Ajayi,14,2,4.2,14.1,a,27,423,3.2,5.4
280,280,193278,Coyle,Lewie Coyle,14,2,4.0,0.7,a,14,348,2.0,2.8
281,281,433590,Drameh,Cody Drameh,14,2,4.0,0.0,u,2,65,0.2,1.0
282,282,232351,Giles,Ryan Giles,14,2,4.0,2.9,a,24,444,4.5,4.8
283,283,449428,Jacob,Matty Jacob,14,2,4.0,0.0,u,0,0,0.0,0.0
284,284,661800,McCarthy,Cathal McCarthy,14,2,4.0,0.1,a,0,0,0.0,0.0
285,285,160817,McNair,Paddy McNair,14,2,4.0,0.1,a,1,26,0.0,1.0
286,286,540324,Belloumi,Mohamed Belloumi,14,3,5.1,4.9,a,31,394,7.0,6.2
287,287,232905,Millar,Liam Millar,14,3,5.0,0.0,u,6,50,1.5,3.0
288,288,171270,Dowell,Kieran Dowell,14,3,4.5,0.3,a,0,0,0.0,0.0
289,289,101282,Crooks,Matt Crooks,14,3,4.4,0.5,a,3,203,0.2,1.0
290,290,243413,Slater,Regan Slater,14,3,4.5,5.3,a,15,437,2.2,3.0
291,291,465525,Matazo,Eliot Matazo,14,3,4.5,0.0,i,0,0,0.0,0.0
292,292,208481,Ömür,Abdülkadir Ömür,14,3,4.9,0.0,a,0,0,0.0,0.0
293,293,490161,Kamara,Abu Kamara,14,3,5.0,0.0,u,0,0,0.0,0.0
294,294,553783,Zambrano,Óscar Zambrano,14,3,4.5,0.1,a,0,0,0.0,0.0
295,295,169432,McBurnie,Oli McBurnie,14,4,5.5,1.9,a,13,441,2.0,2.6
296,296,213292,Akintola,David Akintola,14,3,5.0,0.0,u,0,0,0.0,0.0
297,297,470294,Gyabi,Darko Gyabi,14,3,4.4,0.0,i,0,0,0.0,0.0
298,298,500957,Destan,Enis Destan,14,4,4.5,0.2,u,0,0,0.0,0.0
299,299,534392,Burstow,Mason Burstow,14,4,4.5,0.0,u,0,0,0.0,0.0
300,300,108813,Walton,Christian Walton,15,1,4.4,0.4,a,2,90,0.5,2.0
301,301,112520,Palmer,Alex Palmer,15,1,4.0,3.9,a,0,0,0.0,0.0
302,302,50093,Button,David Button,15,1,4.0,0.6,a,0,0,0.0,0.0
303,303,183015,Kipré,Cédric Kipré,15,2,3.9,0.9,a,0,0,0.0,0.0
304,304,216616,O'Shea,Dara O'Shea,15,2,4.0,2.7,a,10,450,1.5,2.0
305,305,455084,Davis,Leif Davis,15,2,4.0,6.9,a,25,450,5.8,5.0
306,306,449429,Greaves,Jacob Greaves,15,2,4.0,1.1,a,3,357,0.2,0.8
307,307,222018,Johnson,Ben Johnson,15,2,4.0,0.1,u,0,0,0.0,0.0
308,308,176420,Furlong,Darnell Furlong,15,2,3.9,0.6,a,1,17,0.2,1.0
309,309,501390,Núñez,Marcelino Núñez,15,3,4.9,0.1,a,6,140,0.5,3.0
310,310,241117,Matusiwa,Azor Matusiwa,15,3,4.9,0.0,a,0,0,0.0,0.0
311,311,149929,Burns,Wes Burns,15,3,5.0,0.0,u,0,0,0.0,0.0
312,312,231899,Taylor,Jack Taylor,15,3,4.4,0.0,i,0,0,0.0,0.0
313,313,443261,Clarke,Jack Clarke,15,3,5.4,0.2,a,11,170,1.0,2.8
314,314,229164,Ogbene,Chiedozie Ogbene,15,3,4.9,0.0,u,0,0,0.0,0.0
315,315,531442,Fatawu,Abdul Fatawu,15,3,5.4,0.2,s,8,352,1.5,1.6
316,316,543968,Emersonn,Emersonn Correia da Silva,15,4,5.5,3.5,a,26,317,4.2,5.2
317,317,222625,Hirst,George Hirst,15,4,5.0,0.1,u,0,0,0.0,0.0
318,318,481624,Philogene,Jaden Philogene,15,3,5.4,0.1,a,2,52,0.5,1.0
319,319,172453,Szmodics,Sam Szmodics,15,3,5.0,0.0,u,0,0,0.0,0.0
320,320,147675,Akpom,Chuba Akpom,15,4,5.0,1.2,a,7,78,1.5,2.3
321,321,557012,Walle Egeli,Sindre Walle Egeli,15,4,4.5,3.5,a,1,10,0.0,1.0
322,322,462387,Al-Hamadi,Ali Al-Hamadi,15,4,5.0,0.1,u,0,0,0.0,0.0
323,323,461587,McAteer,Kasey McAteer,15,3,4.4,1.0,a,3,42,0.5,1.0
324,324,232457,Mehmeti,Anis Mehmeti,15,3,4.8,0.0,a,0,0,0.0,0.0
325,325,59735,Darlow,Karl Darlow,21,1,4.5,0.0,d,0,0,0.0,0.0
326,326,201595,Perri,Lucas Estella Perri,16,1,4.5,0.3,u,0,0,0.0,0.0
327,327,434752,Bijol,Jaka Bijol,16,2,5.0,0.7,a,12,164,0.5,4.0
328,328,222694,Struijk,Pascal Struijk,5,2,4.9,0.2,d,7,98,1.8,2.3
329,329,214225,Rodon,Joe Rodon,16,2,4.3,0.8,i,7,123,0.2,3.5
330,330,226182,Bogle,Jayden Bogle,16,2,4.6,6.8,a,42,365,9.0,8.4
331,331,243526,Gudmundsson,Gabriel Gudmundsson,16,2,4.5,0.1,a,14,252,3.5,4.7
332,332,220627,Justin,James Justin,16,2,4.5,1.5,a,26,450,4.0,5.2
333,333,437738,Bornauw,Sebastiaan Bornauw,16,2,4.5,0.0,u,0,0,0.0,0.0
334,334,522047,Muharemović,Tarik Muharemović,16,2,5.0,4.3,a,27,450,5.2,5.4
335,335,466525,Stach,Anton Stach,16,3,6.0,2.5,a,27,447,3.5,5.4
336,336,435997,Okafor,Noah Okafor,16,3,5.8,0.4,a,18,299,4.2,3.6
337,337,427637,Aaronson,Brenden Aaronson,16,3,5.3,0.5,a,7,194,1.0,1.4
338,338,199598,Ampadu,Ethan Ampadu,16,3,5.4,0.9,a,21,450,4.0,4.2
339,339,180135,Longstaff,Sean Longstaff,16,3,4.9,0.1,a,2,10,0.2,1.0
340,340,462635,Gelhardt,Joe Gelhardt,14,3,5.0,0.0,a,1,7,0.2,1.0
341,341,492859,Gnonto,Wilfried Gnonto,16,3,5.0,0.0,u,0,0,0.0,0.0
342,342,221399,Harrison,Jack Harrison,16,3,5.0,0.0,u,0,0,0.0,0.0
343,343,200617,James,Daniel James,16,3,4.9,0.1,a,3,52,0.8,1.0
344,344,486520,Gruev,Ilia Gruev,16,3,5.0,0.0,a,0,0,0.0,0.0
345,345,248056,Tanaka,Tanaka Ao,16,3,4.9,0.3,a,14,255,3.5,3.5
346,346,177815,Calvert-Lewin,Dominic Calvert-Lewin,16,4,6.0,25.0,a,22,419,5.2,4.4
347,347,174594,Nmecha,Lukas Nmecha,16,4,5.4,0.5,a,7,64,1.8,1.8
348,348,235826,Piroe,Joël Piroe,16,4,5.0,0.1,u,0,0,0.0,0.0
349,349,565297,Mateo Joseph,Mateo Joseph Fernández-Regatillo,16,4,4.5,0.1,i,0,0,0.0,0.0
350,350,116535,A.Becker,Alisson Becker,18,1,5.5,3.9,a,27,450,6.2,5.4
351,351,449027,Mamardashvili,Giorgi Mamardashvili,18,1,4.9,0.1,a,0,0,0.0,0.0
352,352,155503,Woodman,Freddie Woodman,18,1,4.0,1.0,a,0,0,0.0,0.0
353,353,586268,Pecsi,Armin Pecsi,18,1,4.0,0.0,u,0,0,0.0,0.0
354,354,432987,Jaros,Vitezslav Jaros,18,1,4.0,0.0,i,0,0,0.0,0.0
355,355,464353,Davies,Harvey Davies,18,1,4.0,0.2,a,0,0,0.0,0.0
356,356,97032,Virgil,Virgil van Dijk,18,2,6.5,16.2,a,25,450,5.8,5.0
357,357,216094,Frimpong,Jeremie Frimpong,18,2,5.3,1.8,a,2,178,0.5,0.7
358,358,544877,Kerkez,Milos Kerkez,18,2,5.4,2.2,a,13,385,3.2,2.6
359,359,171287,Gomez,Joe Gomez,18,2,4.9,0.0,a,0,0,0.0,0.0
360,360,492777,Bradley,Conor Bradley,18,2,5.0,0.0,i,0,0,0.0,0.0
361,361,519440,Lucky,Wellity Lucky,18,2,4.0,0.1,a,0,0,0.0,0.0
362,362,606702,Jacquet,Jeremy Jacquet,18,2,5.0,3.4,a,24,415,5.8,4.8
363,363,647681,Leoni,Giovanni Leoni,18,2,4.0,0.0,i,0,0,0.0,0.0
364,364,214285,Tsimikas,Kostas Tsimikas,18,2,4.9,0.1,a,2,64,0.5,1.0
365,365,489580,Ramsay,Calvin Ramsay,18,2,4.0,0.1,u,0,0,0.0,0.0
366,366,494595,Wirtz,Florian Wirtz,18,3,7.3,5.8,a,18,402,4.0,3.6
367,367,243298,Gakpo,Cody Gakpo,18,3,7.2,12.6,a,32,370,5.0,6.4
368,368,424876,Szoboszlai,Dominik Szoboszlai,18,3,7.0,33.1,a,20,440,3.0,4.0
369,369,611922,Ngumoha,Rio Ngumoha,18,3,5.7,0.5,a,4,99,0.5,1.3
370,370,223541,Chiesa,Federico Chiesa,18,3,5.3,0.0,i,0,0,0.0,0.0
371,371,441266,Gravenberch,Ryan Gravenberch,18,3,5.8,1.1,a,9,190,1.0,1.8
372,372,243016,Mac Allister,Alexis Mac Allister,18,3,5.4,1.3,a,11,306,2.5,2.2
373,373,206915,C.Jones,Curtis Jones,18,3,5.5,0.0,u,0,0,0.0,0.0
374,374,158983,Endo,Endo Wataru,18,3,4.9,0.1,a,0,0,0.0,0.0
375,375,591386,Nyoni,Trey Nyoni,18,3,4.9,0.0,a,3,38,0.8,1.0
376,376,535928,Bajcetic,Stefan Bajčetić Maquieira,18,3,5.0,0.0,u,0,0,0.0,0.0
377,377,551499,Munoz,Victor Munoz,18,3,6.5,0.9,a,15,257,2.8,3.0
378,378,491501,McConnell,James McConnell,18,3,4.4,0.2,a,0,0,0.0,0.0
379,379,219168,Isak,Alexander Isak,18,4,9.1,22.4,a,33,413,7.8,6.6
380,380,510663,Ekitiké,Hugo Ekitiké,18,4,7.4,0.1,i,0,0,0.0,0.0
381,381,514514,Koumas,Lewis Koumas,18,3,5.0,0.0,a,3,22,0.5,1.0
382,382,500058,Danns,Jayden Danns,18,4,4.5,0.2,a,0,0,0.0,0.0
383,383,444884,Elliott,Harvey Elliott,18,3,5.4,0.0,u,0,0,0.0,0.0
384,384,204936,Donnarumma,Gianluigi Donnarumma,20,1,5.5,7.6,a,19,450,4.0,3.8
385,385,432720,Trafford,James Trafford,16,1,5.0,5.5,a,28,450,4.8,5.6
386,386,122074,Bettinelli,Marcus Bettinelli,20,1,4.5,0.0,a,0,0,0.0,0.0
387,387,472769,O'Reilly,Nico O'Reilly,20,2,6.3,11.0,a,6,163,1.0,1.5
388,388,209036,Guéhi,Marc Guéhi,20,2,6.0,18.3,a,30,450,5.0,6.0
389,389,465351,Matheus N.,Matheus Nunes,20,2,5.9,1.0,a,11,213,2.5,3.7
390,390,171314,Rúben,Rúben dos Santos Gato Alves Dias,20,2,5.5,1.9,a,17,450,3.8,3.4
391,391,477424,Gvardiol,Joško Gvardiol,20,2,5.7,26.6,a,37,434,7.0,7.4
392,392,448514,Aït-Nouri,Rayan Aït-Nouri,20,2,5.3,0.4,a,0,0,0.0,0.0
393,393,578153,Khusanov,Abdukodir Khusanov,20,2,5.4,1.4,a,9,268,1.8,3.0
394,394,494307,Alleyne,Max Alleyne,20,2,5.0,0.0,u,0,0,0.0,0.0
395,395,477064,Lewis,Rico Lewis,20,2,4.4,0.2,a,1,56,0.0,1.0
396,396,616222,Vitor Reis,Vitor de Oliveira Nunes dos Reis,20,2,4.5,0.0,a,1,1,0.2,1.0
397,397,437730,Semenyo,Antoine Semenyo,20,3,8.4,15.5,a,33,450,7.8,6.6
398,398,209244,Foden,Phil Foden,20,3,6.9,1.8,s,9,217,2.0,2.2
399,399,466052,Cherki,Rayan Cherki,20,3,7.8,28.2,a,34,302,6.5,6.8
400,400,248875,Doku,Jérémy Doku,20,3,7.4,0.7,a,1,15,0.2,1.0
401,401,438234,Marmoush,Omar Marmoush,31,4,7.0,2.1,a,8,339,2.0,2.0
402,402,220566,Rodrigo,Rodrigo 'Rodri' Hernandez Cascante,20,3,6.5,0.0,u,0,0,0.0,0.0
403,403,510281,Sávio,Sávio Moreira de Oliveira,31,3,6.5,0.7,a,8,240,2.0,2.7
404,404,433036,Reijnders,Tijjani Reijnders,20,3,6.0,0.0,u,0,0,0.0,0.0
405,405,465694,N.Gonzalez,Nico González Iglesias,23,3,5.5,0.2,a,5,164,1.2,1.7
406,406,91651,Kovačić,Mateo Kovačić,20,3,5.4,0.1,a,2,42,0.2,1.0
407,407,575204,Echeverri,Claudio Echeverri,20,3,4.9,0.0,u,0,0,0.0,0.0
408,408,155405,Phillips,Kalvin Phillips,20,3,5.0,0.0,u,0,0,0.0,0.0
409,409,590039,Mukasa,Divine Mukasa,20,3,4.5,0.1,u,0,0,0.0,0.0
410,410,649208,Monga,Jeremy Monga,20,3,4.9,0.0,u,0,0,0.0,0.0
411,411,223094,Haaland,Erling Haaland,20,4,15.6,73.7,a,39,450,9.2,7.8
412,412,465247,Lammens,Senne Lammens,21,1,4.9,10.0,a,11,450,2.5,2.2
413,413,451302,Bayindir,Altay Bayındır,21,1,4.5,0.0,u,0,0,0.0,0.0
414,414,21205,Heaton,Tom Heaton,21,1,4.0,0.1,i,0,0,0.0,0.0
415,415,596777,Dorgu,Patrick Dorgu,21,3,5.8,0.5,a,10,171,2.5,2.0
416,416,209365,De Ligt,Matthijs de Ligt,21,2,5.0,0.0,i,0,0,0.0,0.0
417,417,216051,Dalot,Diogo Dalot Teixeira,21,2,4.9,1.6,a,8,346,1.8,1.6
418,418,95658,Maguire,Harry Maguire,21,2,4.8,8.7,a,10,450,2.2,2.0
419,419,221820,Martinez,Lisandro Martínez,21,2,5.0,1.3,a,6,360,1.5,1.5
420,420,550864,Yoro,Leny Yoro,21,2,4.8,0.5,a,2,22,0.5,1.0
421,421,606745,Heaven,Ayden Heaven,21,2,4.4,0.3,a,1,90,0.0,1.0
422,422,230001,Mazraoui,Noussair Mazraoui,21,2,4.4,0.5,a,3,97,0.5,1.0
423,423,106760,Shaw,Luke Shaw,21,2,4.3,7.8,a,9,335,2.0,2.2
424,424,577974,Amass,Harry Amass,21,2,4.0,0.2,a,0,0,0.0,0.0
425,425,547676,Fredricson,Tyler Fredricson,21,2,4.0,0.0,u,0,0,0.0,0.0
426,426,141746,B.Fernandes,Bruno Borges Fernandes,21,3,11.9,38.7,a,31,450,7.2,6.2
427,427,446008,Mbeumo,Bryan Mbeumo,21,3,7.9,20.7,a,25,450,5.8,5.0
428,428,430871,Cunha,Matheus Santos Carneiro da Cunha,21,3,7.9,5.7,a,26,407,6.0,5.2
429,429,176297,Rashford,Marcus Rashford,21,3,7.0,1.5,d,10,351,2.2,2.0
430,430,184341,Mount,Mason Mount,21,3,5.4,0.0,a,1,10,0.2,1.0
431,431,493250,Amad,Amad Diallo,21,3,5.7,0.3,i,0,0,0.0,0.0
432,432,516895,Mainoo,Kobbie Mainoo,21,3,5.5,1.6,d,22,354,5.2,4.4
433,433,232112,Ugarte,Manuel Ugarte Ribeiro,21,3,5.0,0.0,i,0,0,0.0,0.0
434,434,547037,J.Fletcher,Jack Fletcher,21,3,4.9,0.0,a,0,0,0.0,0.0
435,435,576628,Lacey,Shea Lacey,21,3,4.9,0.1,a,1,10,0.0,1.0
436,436,490881,Collyer,Toby Collyer,21,3,5.0,0.0,u,0,0,0.0,0.0
437,437,576620,Bendito Mantato,Bendito Mantato,21,3,4.4,0.2,a,0,0,0.0,0.0
438,438,519913,Fletcher,Tyler Fletcher,21,3,4.4,0.3,a,0,0,0.0,0.0
439,439,485711,Šeško,Benjamin Sesko,21,4,7.0,1.7,d,8,76,1.8,2.0
440,440,458249,Zirkzee,Joshua Zirkzee,21,4,5.3,0.4,a,2,20,0.5,1.0
441,441,596047,Obi,Chido Obi,21,4,4.5,0.9,u,0,0,0.0,0.0
442,442,98747,Pope,Nick Pope,23,1,4.9,1.0,a,0,0,0.0,0.0
443,443,81441,Gillespie,Mark Gillespie,23,1,4.5,0.0,a,0,0,0.0,0.0
444,444,554578,Jaouen,Ewen Jaouen,23,1,4.4,0.0,d,0,0,0.0,0.0
445,445,465642,Thiaw,Malick Thiaw,23,2,5.0,2.2,a,14,450,2.8,2.8
446,446,119471,Schär,Fabian Schär,23,2,4.9,0.2,a,2,25,0.2,1.0
447,447,220237,Botman,Sven Botman,23,2,5.0,0.7,a,15,450,3.0,3.0
448,448,78916,Burn,Dan Burn,23,2,4.8,0.7,i,0,0,0.0,0.0
449,449,487838,Hall,Lewis Hall,23,2,5.3,16.9,a,31,449,7.0,6.2
450,450,441191,Livramento,Tino Livramento,23,2,4.9,0.1,d,4,33,1.0,2.0
451,451,545477,A.Murphy,Alex Murphy,23,2,4.0,0.1,u,0,0,0.0,0.0
452,452,208706,Bruno G.,Bruno Guimarães Rodriguez Moura,2,3,6.7,1.8,a,9,123,2.2,3.0
453,453,201666,Barnes,Harvey Barnes,23,3,6.1,5.4,a,28,450,6.5,5.6
454,454,449434,Elanga,Anthony Elanga,23,3,6.1,4.7,i,18,232,2.2,6.0
455,455,432422,Tonali,Sandro Tonali,31,3,5.3,1.9,a,14,427,3.0,2.8
456,456,232653,J.Ramsey,Jacob Ramsey,23,3,4.9,0.2,i,7,69,1.8,2.3
457,457,114243,J.Murphy,Jacob Murphy,23,3,5.9,0.1,a,3,181,0.8,0.6
458,458,180974,Joelinton,Joelinton Cássio Apolinário de Lira,23,3,5.4,0.0,i,0,0,0.0,0.0
459,459,547719,L.Miley,Lewis Miley,23,3,5.5,0.1,a,12,396,2.2,2.4
460,460,200089,Willock,Joe Willock,23,3,5.0,0.5,a,22,284,4.0,4.4
461,461,611665,Touré,Bazoumana Touré,23,3,5.8,0.1,a,8,50,2.0,2.7
462,462,636852,Steur,Sean Steur,23,3,4.9,0.1,a,8,223,1.8,1.6
463,463,470313,Woltemade,Nick Woltemade,23,4,5.9,0.5,u,4,19,1.0,4.0
464,464,216646,Wissa,Yoane Wissa,23,4,6.2,18.7,a,15,441,2.8,3.0
465,465,538207,Osula,William Osula,23,4,5.8,0.3,i,4,55,0.0,4.0
466,466,599303,Neave,Sean Neave,23,4,4.5,0.5,u,0,0,0.0,0.0
467,467,85633,Sels,Matz Sels,25,1,5.0,1.6,a,14,450,3.0,2.8
468,468,221389,John,John Victor Maciel Furtado,25,1,4.5,0.1,a,0,0,0.0,0.0
469,469,215136,N.Williams,Neco Williams,25,2,5.0,8.8,a,19,450,4.2,3.8
470,470,485047,Morato,Felipe Rodrigues da Silva,25,2,5.0,0.0,u,0,0,0.0,0.0
471,471,227444,Milenković,Nikola Milenković,25,2,5.4,1.0,i,12,270,2.5,4.0
472,472,575476,Murillo,Murillo Costa dos Santos,25,2,5.5,2.1,a,23,449,4.8,4.6
473,473,159506,Aina,Ola Aina,25,2,4.4,2.4,a,8,306,0.8,2.0
474,474,575458,Jair Cunha,Jair Paula da Cunha Filho,25,2,4.5,0.2,a,11,360,2.5,2.8
475,475,500151,Savona,Nicolò Savona,25,2,4.5,0.0,i,0,0,0.0,0.0
476,476,204822,O.Richards,Omar Richards,25,2,4.0,0.2,a,0,0,0.0,0.0
477,477,549067,Abbott,Zach Abbott,25,2,4.0,0.1,u,0,0,0.0,0.0
478,478,470315,Netz,Luca Netz,25,2,4.4,0.0,a,3,27,0.5,1.0
479,479,538638,Bindon,Tyler Bindon,25,2,4.0,0.1,u,0,0,0.0,0.0
480,480,222531,Gibbs-White,Morgan Gibbs-White,25,3,8.0,15.7,a,28,450,6.5,5.6
481,481,215379,Anderson,Elliot Anderson,20,3,6.3,4.0,a,15,413,3.2,3.0
482,482,209046,Hudson-Odoi,Callum Hudson-Odoi,25,3,5.8,0.1,a,1,1,0.2,1.0
483,483,456512,Ndoye,Dan Ndoye,25,3,5.5,0.7,a,15,316,3.0,3.0
484,484,503301,Hutchinson,Omari Hutchinson,25,3,5.4,0.1,u,0,0,0.0,0.0
485,485,476887,Bakwa,Dilane Bakwa,25,3,5.5,0.0,u,0,0,0.0,0.0
486,486,432714,McAtee,James McAtee,25,3,5.5,0.1,a,12,416,2.2,2.4
487,487,250199,Dominguez,Nicolás Domínguez,25,3,4.9,0.1,a,1,1,0.2,1.0
488,488,210462,I.Sangaré,Ibrahim Sangaré,25,3,4.9,0.4,a,4,105,0.5,1.3
489,489,204968,Yates,Ryan Yates,25,3,4.5,1.2,a,0,0,0.0,0.0
490,490,60689,Wood,Chris Wood,25,4,5.8,0.9,a,4,62,0.8,1.0
491,491,482973,Igor Jesus,Igor Jesus Maciel da Cruz,25,4,5.8,2.7,a,12,257,2.5,2.4
492,492,210156,Awoniyi,Taiwo Awoniyi,9,4,5.4,0.4,s,3,232,0.5,0.8
493,493,465680,Kalimuendo,Arnaud Kalimuendo,25,4,5.4,0.1,a,1,1,0.0,1.0
494,494,184254,Vicario,Guglielmo Vicario,31,1,4.5,0.1,u,0,0,0.0,0.0
495,495,214572,Austin,Brandon Austin,31,1,4.0,1.0,a,0,0,0.0,0.0
496,496,485055,Kinsky,Antonín Kinský,31,1,4.5,17.5,a,18,450,4.0,3.6
497,497,67089,Dubravka,Martin Dubravka,31,1,4.0,17.2,a,0,0,0.0,0.0
498,498,221466,Senesi,Marcos Senesi Barón,31,2,5.8,3.6,a,3,90,0.0,3.0
499,499,441164,Pedro Porro,Pedro Porro Sauceda,31,2,5.4,7.8,d,9,198,2.2,3.0
500,500,221632,Romero,Cristian Romero,31,2,5.0,0.1,u,0,0,0.0,0.0
501,501,135720,Danso,Kevin Danso,29,2,5.0,0.2,a,3,270,0.8,1.0
502,502,122798,Robertson,Andrew Robertson,31,2,4.4,2.6,a,17,366,3.5,3.4
503,503,491279,Van de Ven,Micky van de Ven,31,2,5.0,3.8,a,16,360,4.0,4.0
504,504,610799,Vuskovic,Luka Vušković,5,2,5.0,3.5,a,32,437,6.5,6.4
505,505,232859,Spence,Djed Spence,31,2,4.5,0.2,u,0,0,0.0,0.0
506,506,487053,Udogie,Destiny Udogie,31,2,4.4,0.3,a,7,86,1.5,2.3
507,507,548308,Phillips,Ashley Phillips,31,2,4.5,0.0,u,0,0,0.0,0.0
508,508,115556,Davies,Ben Davies,31,2,3.9,0.9,a,0,0,0.0,0.0
509,509,640419,Byfield,Jun'ai Byfield,31,2,4.0,0.1,a,0,0,0.0,0.0
510,510,499716,Rowswell,James Rowswell,31,2,4.0,0.1,a,0,0,0.0,0.0
511,511,616221,Souza,João Victor de Souza Menezes,31,2,4.0,0.2,u,0,0,0.0,0.0
512,512,460842,Kudus,Mohammed Kudus,31,3,6.5,0.1,a,7,123,1.8,1.8
513,513,493362,Xavi,Xavi Simons,31,3,5.9,0.0,i,0,0,0.0,0.0
514,514,511499,Tel,Mathys Tel,31,3,5.7,0.2,a,8,257,1.5,2.0
515,515,172780,Maddison,James Maddison,31,3,6.3,0.4,a,3,59,0.5,1.0
516,516,202993,Bentancur,Rodrigo Bentancur,31,3,5.5,0.2,a,15,370,3.5,3.0
517,517,550839,Odobert,Wilson Odobert,31,3,5.5,0.0,i,0,0,0.0,0.0
518,518,482442,P.M.Sarr,Pape Matar Sarr,31,3,4.9,0.1,u,0,0,0.0,0.0
519,519,232787,Gallagher,Conor Gallagher,31,3,5.3,0.2,a,9,134,2.2,3.0
520,520,570526,Bergvall,Lucas Bergvall,31,3,5.3,0.1,a,3,78,0.5,1.0
521,521,445044,Kulusevski,Dejan Kulusevski,31,3,6.5,0.0,i,0,0,0.0,0.0
522,522,547701,Gray,Archie Gray,31,3,4.9,0.2,a,9,307,1.8,2.2
523,523,499721,Moore,Mikey Moore,31,3,5.0,0.1,u,3,89,0.2,1.5
524,524,499726,Olusesi,Callum Olusesi,31,3,4.4,1.0,a,0,0,0.0,0.0
525,525,551226,Fernandes,Mateus Fernandes,31,3,5.7,0.8,a,7,249,1.5,1.4
526,526,154566,Solanke,Dominic Solanke-Mitchell,31,4,5.8,0.8,a,7,170,1.5,1.4
527,527,212319,Richarlison,Richarlison de Andrade,31,4,5.9,0.6,u,2,67,0.0,2.0
528,528,490145,Scarlett,Dane Scarlett,31,4,4.5,1.1,u,0,0,0.0,0.0
529,529,498016,Roefs,Robin Roefs,29,1,4.9,2.5,a,11,450,2.5,2.2
530,530,232571,Patterson,Anthony Patterson,29,1,4.0,0.1,u,0,0,0.0,0.0
531,531,515046,Ellborg,Melker Ellborg,29,1,4.5,0.1,a,0,0,0.0,0.0
532,532,223827,Ballard,Daniel Ballard,29,2,4.9,2.6,a,14,450,3.5,2.8
533,533,200834,Mukiele,Nordi Mukiele,29,2,5.4,1.9,a,13,360,3.2,3.2
534,534,487676,Hume,Trai Hume,29,2,4.3,2.8,a,10,206,2.0,2.5
535,535,201895,Alderete,Omar Alderete,29,2,4.8,0.2,a,1,23,0.0,1.0
536,536,434399,Reinildo,Reinildo Mandava,29,2,4.4,0.3,a,7,360,1.5,1.8
537,537,519634,Seelt,Jenson Seelt,29,2,4.5,0.0,u,0,0,0.0,0.0
538,538,477547,Hjelde,Leo Fuhr Hjelde,29,2,4.0,0.0,u,0,0,0.0,0.0
539,539,167512,O'Nien,Luke O'Nien,29,2,3.9,2.5,a,1,66,0.0,1.0
540,540,105717,Masuaku,Arthur Masuaku,29,2,4.0,0.1,u,0,0,0.0,0.0
541,541,93605,Meunier,Thomas Meunier,29,2,4.5,0.3,a,14,396,3.2,2.8
542,542,484420,E.Le Fée,Enzo Le Fée,29,3,5.7,3.4,a,18,438,4.0,3.6
543,543,547027,Diarra,Habib Diarra,29,3,5.4,0.0,i,5,28,1.0,2.5
544,544,84450,Xhaka,Granit Xhaka,29,3,5.5,3.7,a,21,450,3.0,4.2
545,545,577669,Sadiki,Noah Sadiki,29,3,4.9,0.2,a,10,410,2.0,2.0
546,546,535818,Adingra,Simon Adingra,29,3,4.9,0.0,u,0,0,0.0,0.0
547,547,461199,Mundle,Romaine Mundle,29,3,4.9,0.0,i,1,1,0.2,1.0
548,548,554197,Rigg,Chris Rigg,29,3,4.9,0.0,a,2,17,0.2,1.0
549,549,549912,Talbi,Chemsdine Talbi,29,3,5.3,0.1,a,1,31,0.0,1.0
550,550,699989,Jocelin.T,Djiamgone Jocelin Ta Bi,29,3,5.0,0.0,a,0,0,0.0,0.0
551,551,536661,N.Angulo,Nilson Angulo,29,3,5.0,0.1,a,16,313,2.8,3.2
552,552,441264,Brobbey,Brian Brobbey,29,4,5.7,6.9,a,24,399,5.5,4.8
553,553,437505,Isidor,Wilson Isidor,29,4,5.5,1.3,a,15,117,3.5,3.0
554,554,546600,Van Oevelen,Kayne van Oevelen,15,1,4.5,0.0,u,0,0,0.0,0.0
555,555,169593,Matthews,Remi Matthews,10,1,4.0,1.7,a,0,0,0.0,0.0
556,556,169359,Targett,Matt Targett,14,2,4.0,1.7,d,1,5,0.0,1.0
557,557,439509,Tzolis,Christos Tzolis,2,3,6.3,12.3,a,16,362,2.5,3.2
558,558,204561,Schlager,Xaver Schlager,25,3,5.0,0.1,a,13,376,3.0,2.6
559,559,632794,Bamba,Aladji Bamba,23,3,4.9,0.1,a,3,27,0.5,1.0
560,560,549939,Penders,Mike Penders,8,1,4.4,0.1,a,0,0,0.0,0.0
