match_id,season_id,date_id,home_team_id,away_team_id,referee_id,kickoff_time,ft_home_goals,ft_away_goals,ft_result,ht_home_goals,ht_away_goals,ht_result,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_fouls,away_fouls,home_corners,away_corners,home_yellows,away_yellows,home_reds,away_reds,home_points,away_points,total_goals,goal_difference
1004,3,20180131,8,1,23,,0,3,A,0,0,D,21,11,5,5,5,12,8,5,1,0,0,0,0,3,3,-3
1005,3,20180131,11,17,7,,2,1,H,2,0,H,9,8,4,1,9,10,5,5,0,2,0,0,3,0,3,1
1006,3,20180131,20,33,39,,3,0,H,1,0,H,19,3,10,1,10,10,9,1,1,3,0,0,3,0,3,3
1007,3,20180131,23,6,44,,1,1,D,0,0,D,14,11,4,2,15,15,7,4,1,2,0,0,1,1,2,0
1008,3,20180131,27,5,27,,1,1,D,0,1,A,18,9,3,2,8,10,7,2,3,1,0,0,1,1,2,0
1009,3,20180131,28,32,17,,0,0,D,0,0,D,11,12,4,2,12,12,2,6,4,3,0,0,1,1,0,0
1010,3,20180131,31,21,4,,2,0,H,2,0,H,22,6,6,3,10,13,6,3,2,2,0,0,3,0,2,2
1011,3,20180203,1,28,36,,2,1,H,0,1,A,15,13,8,4,14,19,8,1,2,3,0,0,3,0,3,1
1012,3,20180203,2,11,32,,5,1,H,4,0,H,15,11,7,2,8,8,4,6,2,0,0,0,3,0,6,4
1013,3,20180203,5,34,37,,3,1,H,1,1,D,21,4,5,1,11,7,4,1,3,1,0,0,3,0,4,2
1014,3,20180203,6,20,25,,1,1,D,0,1,A,8,20,3,7,9,6,3,13,4,1,0,0,1,1,2,0
1015,3,20180203,17,30,6,,1,1,D,1,0,H,13,3,5,1,9,8,3,3,1,0,0,0,1,1,2,0
1016,3,20180203,21,13,42,,2,0,H,0,0,D,16,4,7,0,5,19,5,2,2,4,0,0,3,0,2,2
1017,3,20180203,33,27,30,,2,3,A,1,2,A,9,13,3,5,12,10,5,7,2,1,0,0,0,3,5,-1
1018,3,20180204,10,23,4,,1,1,D,0,1,A,21,11,6,8,11,8,5,6,1,1,0,0,1,1,2,0
1019,3,20180204,18,31,17,,2,2,D,1,0,H,9,13,3,6,15,9,3,7,3,1,0,0,1,1,4,0
1020,3,20180205,32,8,27,,4,1,H,1,0,H,21,7,8,3,11,8,6,2,2,2,0,1,3,0,5,3
1021,3,20180210,11,10,17,,3,1,H,0,0,D,11,16,5,4,14,15,8,7,1,1,0,0,3,0,4,2
1022,3,20180210,20,17,29,,5,1,H,1,1,D,19,2,11,2,10,12,8,2,2,3,0,0,3,0,6,4
1023,3,20180210,28,5,39,,1,1,D,0,1,A,15,14,3,6,6,10,7,4,0,0,0,0,1,1,2,0
1024,3,20180210,30,6,4,,1,0,H,0,0,D,12,13,4,1,10,9,5,2,2,1,0,0,3,0,1,1
1025,3,20180210,31,2,6,,1,0,H,0,0,D,18,6,6,1,13,9,10,2,2,1,0,0,3,0,1,1
1026,3,20180210,34,32,14,,2,0,H,1,0,H,8,11,4,4,11,7,8,7,1,1,0,0,3,0,2,2
1027,3,20180211,13,1,30,,4,1,H,2,1,H,15,7,4,2,12,12,2,6,0,3,0,0,3,0,5,3
1028,3,20180211,23,21,8,,1,0,H,0,0,D,10,13,3,6,12,15,0,10,0,2,0,0,3,0,1,1
1029,3,20180211,27,18,25,,0,2,A,0,2,A,6,16,4,4,5,8,3,1,1,2,0,0,0,3,2,-2
1030,3,20180212,8,33,22,,3,0,H,1,0,H,20,8,8,1,11,11,8,7,0,2,0,0,3,0,3,3
1031,3,20180224,1,23,37,,2,2,D,0,2,A,18,15,5,4,12,10,8,1,1,4,0,0,1,1,4,0
1032,3,20180224,5,30,27,,4,1,H,1,0,H,16,11,5,1,17,6,3,5,1,0,0,0,3,0,5,3
1033,3,20180224,6,27,39,,1,1,D,0,0,D,9,13,3,6,8,14,7,5,1,0,0,0,1,1,2,0
1034,3,20180224,17,28,30,,1,1,D,0,1,A,19,6,9,2,10,16,13,1,1,3,0,0,1,1,2,0
1035,3,20180224,18,34,42,,4,1,H,1,0,H,21,7,12,4,7,7,8,2,0,2,0,0,3,0,5,3
1036,3,20180224,32,11,6,,1,0,H,0,0,D,13,7,5,2,10,9,6,5,3,1,0,0,3,0,1,1
1037,3,20180224,33,13,17,,1,2,A,0,0,D,10,16,3,7,11,9,6,3,1,1,0,0,0,3,3,-1
1038,3,20180225,10,31,19,,0,1,A,0,0,D,5,14,3,4,12,5,2,13,0,1,0,0,0,3,1,-1
1039,3,20180225,21,8,25,,2,1,H,1,1,D,10,14,5,7,13,12,3,4,2,2,0,0,3,0,3,1
1040,3,20180301,2,20,4,,0,3,A,0,3,A,10,9,5,5,11,11,6,1,1,1,0,0,0,3,3,-3
1041,3,20180303,6,11,7,,2,1,H,0,1,A,21,10,8,4,9,12,10,4,1,1,0,1,3,0,3,1
1042,3,20180303,17,1,23,,1,1,D,0,1,A,23,8,4,3,11,7,13,1,2,1,0,0,1,1,2,0
1043,3,20180303,18,23,14,,2,0,H,1,0,H,14,7,3,2,7,9,8,3,0,0,0,0,3,0,2,2
1044,3,20180303,27,28,6,,0,0,D,0,0,D,18,12,6,3,8,13,15,4,0,1,0,0,1,1,0,0
1045,3,20180303,30,34,25,,4,1,H,2,0,H,9,7,8,2,9,14,4,5,0,3,0,0,3,0,5,3
1046,3,20180303,31,13,19,,2,0,H,1,0,H,15,3,7,3,6,8,8,1,1,1,0,0,3,0,2,2
1047,3,20180303,32,33,36,,1,0,H,0,0,D,15,9,4,2,11,12,4,6,2,0,0,0,3,0,1,1
1048,3,20180304,5,2,42,,2,1,H,2,1,H,13,15,6,7,13,12,6,11,3,3,0,0,3,0,3,1
1049,3,20180304,20,8,30,,1,0,H,0,0,D,13,3,3,0,8,9,5,2,2,1,0,0,3,0,1,1
1050,3,20180305,10,21,32,,2,3,A,1,0,H,10,17,4,8,10,8,3,7,1,3,0,0,0,3,5,-1
1051,3,20180310,8,10,6,,2,1,H,2,0,H,27,9,11,2,8,9,12,3,1,2,0,0,3,0,3,1
1052,3,20180310,11,5,37,,2,0,H,0,0,D,13,10,3,4,10,14,10,3,0,1,0,1,3,0,2,2
1053,3,20180310,13,30,30,,0,0,D,0,0,D,30,0,4,0,9,9,12,0,2,3,0,1,1,1,0,0
1054,3,20180310,21,18,8,,2,1,H,2,0,H,5,14,2,2,10,16,1,13,2,1,0,0,3,0,3,1
1055,3,20180310,23,27,4,,3,0,H,2,0,H,7,6,5,2,10,10,2,6,0,2,0,0,3,0,3,3
1056,3,20180310,33,17,39,,1,4,A,1,1,D,6,14,2,6,6,7,7,6,1,3,0,0,0,3,5,-3
1057,3,20180310,34,6,22,,0,3,A,0,0,D,13,7,4,4,13,7,5,1,2,2,0,0,0,3,3,-3
1058,3,20180311,1,31,27,,1,4,A,1,1,D,14,12,3,8,10,7,4,5,1,1,0,0,0,3,5,-3
1059,3,20180311,2,32,25,,3,0,H,1,0,H,11,11,7,4,12,9,4,9,2,1,0,0,3,0,3,3
1060,3,20180312,28,20,17,,0,2,A,0,1,A,3,17,0,6,6,8,3,10,1,0,0,0,0,3,2,-2
1061,3,20180317,1,33,14,,2,1,H,0,0,D,17,11,5,6,6,9,3,2,1,2,0,0,3,0,3,1
1062,3,20180317,13,10,27,,0,2,A,0,1,A,6,17,2,6,11,12,4,7,3,2,0,0,0,3,2,-2
1063,3,20180317,18,32,6,,5,0,H,2,0,H,13,4,10,1,5,4,6,1,1,0,0,0,3,0,5,5
1064,3,20180317,28,11,25,,1,2,A,0,0,D,9,17,4,9,13,12,1,9,1,1,1,0,0,3,3,-1
1065,3,20180331,5,17,7,,0,2,A,0,0,D,15,6,3,4,11,13,6,1,2,4,0,1,0,3,2,-2
1066,3,20180331,10,18,32,,1,2,A,1,0,H,6,16,3,6,6,8,4,6,2,2,0,0,0,3,3,-1
1067,3,20180331,11,20,36,,1,3,A,0,3,A,6,18,2,4,10,8,2,11,0,0,0,0,0,3,4,-2
1068,3,20180331,21,30,39,,2,0,H,2,0,H,11,3,5,2,5,13,3,3,0,0,0,0,3,0,2,2
1069,3,20180331,23,13,25,,1,0,H,0,0,D,18,4,3,0,9,10,3,3,1,4,0,0,3,0,1,1
1070,3,20180331,32,1,4,,2,2,D,1,1,D,16,13,5,6,16,6,7,4,4,0,0,0,1,1,4,0
1071,3,20180331,33,6,23,,1,2,A,0,1,A,8,11,3,4,12,9,1,6,1,3,0,0,0,3,3,-1
1072,3,20180331,34,27,17,,3,0,H,3,0,H,13,9,5,0,9,16,5,9,0,3,0,0,3,0,3,3
1073,3,20180401,2,28,8,,3,0,H,0,0,D,24,8,11,2,9,13,6,5,1,2,0,0,3,0,3,3
1074,3,20180401,8,31,4,,1,3,A,1,1,D,14,12,4,7,4,11,5,5,0,1,0,0,0,3,4,-2
1075,3,20180407,1,10,17,,2,2,D,0,0,D,20,13,5,6,8,9,11,3,2,2,0,0,1,1,4,0
1076,3,20180407,5,13,6,,1,1,D,1,1,D,13,14,4,5,13,7,5,3,1,0,1,0,1,1,2,0
1077,3,20180407,11,18,30,,0,0,D,0,0,D,6,10,1,3,12,7,3,2,0,0,0,0,1,1,0,0
1078,3,20180407,17,23,42,,1,2,A,0,1,A,8,8,1,4,7,14,7,5,1,3,0,0,0,3,3,-1
1079,3,20180407,20,21,25,,2,3,A,2,0,H,20,5,6,4,17,9,8,4,6,3,0,0,0,3,5,-1
1080,3,20180407,28,31,14,,1,2,A,0,0,D,10,15,4,4,19,8,6,3,4,3,0,0,0,3,3,-1
1081,3,20180407,32,6,36,,1,2,A,0,0,D,14,7,5,4,18,12,11,1,2,2,0,0,0,3,3,-1
1082,3,20180407,33,30,37,,1,1,D,0,0,D,15,7,3,1,15,5,5,1,3,2,0,0,1,1,2,0
1083,3,20180408,2,27,4,,3,2,H,2,1,H,13,15,7,8,11,7,8,6,2,1,1,1,3,0,5,1
1084,3,20180408,8,34,19,,1,1,D,1,0,H,23,5,6,2,7,11,10,6,0,1,0,0,1,1,2,0
1085,3,20180414,6,17,25,,2,1,H,2,0,H,8,15,3,6,9,10,4,8,2,1,0,0,3,0,3,1
1086,3,20180414,10,5,4,,3,2,H,3,2,H,15,12,8,3,12,16,5,6,3,2,0,0,3,0,5,1
1087,3,20180414,13,32,8,,1,0,H,0,0,D,9,4,1,2,9,8,9,6,2,2,0,0,3,0,1,1
1088,3,20180414,18,1,7,,3,0,H,1,0,H,20,6,7,1,9,9,7,5,1,1,0,0,3,0,3,3
1089,3,20180414,27,8,27,,2,3,A,1,0,H,10,17,7,5,13,14,4,7,5,3,0,0,0,3,5,-1
1090,3,20180414,30,11,22,,1,1,D,0,1,A,17,12,7,3,10,11,6,3,1,1,0,0,1,1,2,0
1091,3,20180414,31,20,17,,1,3,A,1,2,A,8,17,3,6,11,12,5,7,3,4,0,0,0,3,4,-2
1092,3,20180415,21,33,36,,0,1,A,0,0,D,14,10,4,4,8,13,4,4,1,1,0,0,0,3,1,-1
1093,3,20180415,23,2,6,,2,1,H,1,1,D,8,15,4,3,11,9,2,5,1,0,0,0,3,0,3,1
1094,3,20180416,34,28,30,,1,1,D,0,0,D,18,11,6,7,15,21,10,1,2,3,0,0,1,1,2,0
1095,3,20180417,5,31,19,,1,1,D,0,0,D,8,16,5,6,6,5,3,4,1,0,0,0,1,1,2,0
1096,3,20180418,1,21,14,,0,2,A,0,1,A,13,13,2,4,9,8,8,5,3,1,0,0,0,3,2,-2
1097,3,20180419,6,8,39,,1,2,A,0,1,A,5,16,2,5,9,11,3,2,1,0,0,0,0,3,3,-1
1098,3,20180419,17,27,37,,0,0,D,0,0,D,11,6,3,2,10,10,11,3,0,0,0,0,1,1,0,0
1099,3,20180421,32,10,7,,0,0,D,0,0,D,14,6,4,1,17,13,4,3,3,5,0,0,1,1,0,0
1100,3,20180421,33,18,42,,2,2,D,0,1,A,13,9,6,3,12,5,7,4,0,1,0,0,1,1,4,0
1101,3,20180422,2,34,22,,4,1,H,0,0,D,20,11,8,4,11,9,8,6,3,2,0,0,3,0,5,3
1102,3,20180422,20,30,8,,5,0,H,2,0,H,19,4,12,1,6,8,5,1,0,1,0,0,3,0,5,5
1103,3,20180422,28,6,27,,1,1,D,1,0,H,8,16,3,7,15,5,3,8,2,1,0,0,1,1,2,0
1104,3,20180423,11,23,39,,1,0,H,0,0,D,9,9,1,2,10,11,4,6,2,1,0,0,3,0,1,1
1105,3,20180428,6,5,37,,0,0,D,0,0,D,10,9,4,1,5,17,3,4,0,2,0,0,1,1,0,0
1106,3,20180428,10,17,27,,5,0,H,2,0,H,15,6,9,1,11,9,8,2,1,1,0,1,3,0,5,5
1107,3,20180428,13,11,23,,0,2,A,0,1,A,9,7,2,5,9,8,4,3,1,0,0,0,0,3,2,-2
1108,3,20180428,18,28,4,,0,0,D,0,0,D,20,5,2,1,7,14,9,2,1,2,0,0,1,1,0,0
1109,3,20180428,23,33,10,,0,1,A,0,1,A,17,9,2,2,8,13,5,1,1,3,0,0,0,3,1,-1
1110,3,20180428,27,1,6,,2,1,H,1,1,D,14,14,6,7,12,11,5,8,5,1,0,0,3,0,3,1
1111,3,20180428,30,8,17,,0,1,A,0,1,A,10,11,3,3,13,9,1,2,1,1,0,0,0,3,1,-1
1112,3,20180429,21,2,19,,2,1,H,1,0,H,17,8,3,3,12,7,9,0,0,1,0,0,3,0,3,1
1113,3,20180429,34,20,32,,1,4,A,1,2,A,4,19,1,7,5,11,0,7,0,1,0,0,0,3,5,-3
1114,3,20180430,31,32,30,,2,0,H,1,0,H,13,13,3,5,11,10,4,0,1,0,0,0,3,0,2,2
1115,3,20180504,5,21,8,,1,0,H,0,0,D,11,16,4,3,5,3,5,6,2,0,0,0,3,0,1,1
1116,3,20180505,1,30,19,,1,0,H,1,0,H,13,12,5,3,10,10,11,6,1,4,0,0,3,0,1,1
1117,3,20180505,11,27,17,,1,1,D,0,0,D,9,11,3,5,14,12,3,4,2,4,0,1,1,1,2,0
1118,3,20180505,17,34,7,,0,2,A,0,1,A,13,13,2,3,8,9,8,3,1,2,0,0,0,3,2,-2
1119,3,20180505,28,10,25,,1,2,A,1,0,H,7,13,2,2,18,12,1,7,5,2,0,0,0,3,3,-1
1120,3,20180505,32,23,37,,2,1,H,2,0,H,11,9,8,1,9,11,2,5,2,1,0,0,3,0,3,1
1121,3,20180505,33,31,29,,1,0,H,0,0,D,9,18,1,5,13,12,5,9,4,1,0,0,3,0,1,1
1122,3,20180506,2,6,4,,5,0,H,2,0,H,16,6,8,2,6,7,4,5,0,1,0,0,3,0,5,5
1123,3,20180506,8,18,6,,1,0,H,1,0,H,12,10,4,5,12,9,3,1,3,2,0,0,3,0,1,1
1124,3,20180506,20,13,27,,0,0,D,0,0,D,15,5,2,3,9,4,10,1,0,3,0,0,1,1,0,0
1125,3,20180508,30,27,30,,0,1,A,0,0,D,11,13,3,8,7,15,7,6,2,1,0,0,0,3,1,-1
1126,3,20180509,8,13,22,,1,1,D,0,0,D,22,3,5,2,7,10,9,0,0,1,0,0,1,1,2,0
1127,3,20180509,17,2,14,,3,1,H,1,0,H,19,14,10,7,7,12,6,6,2,2,0,1,3,0,4,2
1128,3,20180509,20,5,36,,3,1,H,2,1,H,19,6,7,3,5,7,4,3,0,1,0,0,3,0,4,2
1129,3,20180509,31,23,32,,1,0,H,0,0,D,11,14,7,3,10,8,6,4,2,3,0,0,3,0,1,1
1130,3,20180510,34,21,17,,0,0,D,0,0,D,9,16,2,6,12,12,1,6,1,1,0,0,1,1,0,0
1131,3,20180513,6,1,36,,1,2,A,1,0,H,12,16,4,5,14,9,7,8,0,0,0,0,0,3,3,-1
1132,3,20180513,10,33,17,,2,0,H,0,0,D,11,7,5,1,10,11,4,2,2,3,0,0,3,0,2,2
1133,3,20180513,13,2,30,,0,1,A,0,1,A,18,9,3,4,11,7,7,4,1,0,0,0,0,3,1,-1
1134,3,20180513,18,5,19,,4,0,H,2,0,H,22,2,11,1,3,6,7,3,0,0,0,0,3,0,4,4
1135,3,20180513,21,32,22,,1,0,H,1,0,H,7,7,1,3,6,11,6,5,4,0,0,0,3,0,1,1
1136,3,20180513,23,8,25,,3,0,H,1,0,H,16,6,6,2,11,10,4,2,0,1,0,0,3,0,3,3
1137,3,20180513,27,20,4,,0,1,A,0,0,D,8,13,3,2,8,10,1,12,3,1,0,0,0,3,1,-1
1138,3,20180513,30,28,6,,1,2,A,1,2,A,26,8,11,5,12,9,6,0,1,2,0,0,0,3,3,-1
1139,3,20180513,31,17,8,,5,4,H,1,2,A,14,16,6,9,9,13,4,4,1,2,0,0,3,0,9,1
1140,3,20180513,34,11,14,,3,1,H,1,0,H,15,14,4,7,10,13,6,6,0,1,0,0,3,0,4,2
1141,4,20180810,21,17,4,,2,1,H,1,0,H,8,13,6,4,11,8,2,5,2,1,0,0,3,0,3,1
1142,4,20180811,1,7,19,,2,0,H,1,0,H,12,10,4,1,11,9,7,4,1,1,0,0,3,0,2,2
1143,4,20180811,12,10,27,,0,2,A,0,1,A,15,10,6,9,9,11,5,5,1,2,0,0,0,3,2,-2
1144,4,20180811,13,8,7,,0,3,A,0,2,A,6,13,1,4,9,8,2,5,2,1,0,0,0,3,3,-3
1145,4,20180811,23,31,25,,1,2,A,1,2,A,15,15,2,5,11,12,3,5,2,2,0,0,0,3,3,-1
1146,4,20180811,32,5,17,,2,0,H,1,0,H,19,6,5,0,10,16,8,2,2,2,0,0,3,0,2,2
1147,4,20180811,35,11,8,,2,2,D,1,1,D,11,6,4,5,8,7,3,6,0,1,0,1,1,1,4,0
1148,4,20180812,2,20,30,,0,2,A,0,1,A,9,17,3,8,11,14,2,9,2,2,0,0,0,3,2,-2
1149,4,20180812,18,34,6,,4,0,H,2,0,H,18,5,8,2,14,9,5,4,1,2,0,0,3,0,4,4
1150,4,20180812,27,6,14,,0,0,D,0,0,D,18,16,3,6,10,9,8,5,0,1,0,0,1,1,0,0
1151,4,20180818,7,23,8,,0,0,D,0,0,D,12,12,1,6,14,16,5,5,2,2,0,1,1,1,0,0
1152,4,20180818,8,2,25,,3,2,H,2,2,D,24,15,11,6,12,9,5,1,0,2,0,0,3,0,5,1
1153,4,20180818,11,27,22,,2,1,H,2,0,H,13,15,7,4,8,20,2,5,0,5,0,0,3,0,3,1
1154,4,20180818,17,35,27,,2,0,H,2,0,H,6,11,2,3,10,8,1,9,2,1,1,0,3,0,2,2
1155,4,20180818,31,12,6,,3,1,H,1,0,H,25,10,11,3,9,5,5,2,0,0,0,0,3,0,4,2
1156,4,20180818,34,1,42,,1,2,A,1,0,H,11,12,5,5,14,10,6,4,6,2,0,0,0,3,3,-1
1157,4,20180819,5,21,19,,3,2,H,3,1,H,6,9,3,3,16,13,3,5,1,1,0,0,3,0,5,1
1158,4,20180819,6,32,36,,1,3,A,1,1,D,8,9,3,6,8,19,5,2,1,2,0,0,0,3,4,-2
1159,4,20180819,20,13,4,,6,1,H,3,1,H,32,5,14,1,9,4,10,3,0,2,0,0,3,0,7,5
1160,4,20180820,10,18,30,,0,2,A,0,1,A,8,16,2,6,6,13,6,7,1,1,1,0,0,3,2,-2
1161,4,20180825,1,11,23,,2,2,D,0,0,D,17,11,5,3,12,10,6,2,0,3,1,1,1,1,4,0
1162,4,20180825,2,34,14,,3,1,H,1,1,D,17,13,10,5,16,13,10,2,1,3,0,0,3,0,4,2
1163,4,20180825,13,7,30,,0,0,D,0,0,D,5,14,1,4,8,10,7,7,0,1,1,0,1,1,0,0
1164,4,20180825,18,5,7,,1,0,H,1,0,H,22,6,8,2,8,14,8,5,1,1,0,0,3,0,1,1
1165,4,20180825,27,17,17,,1,2,A,0,0,D,11,8,5,5,13,11,10,3,1,1,1,0,0,3,3,-1
1166,4,20180825,35,20,25,,1,1,D,0,0,D,11,18,2,6,13,8,5,9,1,2,0,0,1,1,2,0
1167,4,20180826,12,6,10,,4,2,H,3,2,H,25,12,12,2,11,8,6,4,2,1,0,0,3,0,6,2
1168,4,20180826,23,8,36,,1,2,A,0,0,D,6,15,2,3,16,8,4,5,3,1,0,0,0,3,3,-1
1169,4,20180826,32,10,6,,2,1,H,0,0,D,13,9,5,3,14,11,6,3,4,2,0,0,3,0,3,1
1170,4,20180827,21,31,8,,0,3,A,0,0,D,23,9,5,5,11,16,5,2,2,4,0,0,0,3,3,-3
1171,4,20180901,5,12,23,,2,2,D,0,1,A,15,10,5,5,12,14,7,1,3,3,0,0,1,1,4,0
1172,4,20180901,8,1,22,,2,0,H,0,0,D,24,8,6,1,10,7,7,6,2,2,0,0,3,0,2,2
1173,4,20180901,10,27,25,,0,2,A,0,0,D,20,19,6,6,11,12,7,4,1,1,0,0,0,3,2,-2
1174,4,20180901,11,13,42,,1,1,D,1,1,D,11,9,1,6,13,14,4,3,3,3,0,0,1,1,2,0
1175,4,20180901,17,18,36,,1,2,A,0,2,A,12,10,5,4,9,12,4,4,3,2,0,0,0,3,3,-1
1176,4,20180901,20,23,19,,2,1,H,1,1,D,24,3,8,2,5,13,4,0,0,0,0,0,3,0,3,1
1177,4,20180901,34,35,7,,0,1,A,0,0,D,13,15,3,6,10,11,4,4,2,1,0,0,0,3,1,-1
1178,4,20180902,6,21,17,,0,2,A,0,2,A,9,21,2,9,7,13,2,5,2,3,0,1,0,3,2,-2
1179,4,20180902,7,2,6,,2,3,A,1,1,D,14,17,3,11,12,14,3,9,3,4,0,0,0,3,5,-1
1180,4,20180902,32,31,4,,2,1,H,0,0,D,7,11,3,2,9,8,3,10,2,1,0,0,3,0,3,1
1181,4,20180915,1,17,8,,4,2,H,3,0,H,10,14,5,8,13,15,4,6,3,2,0,1,3,0,6,2
1182,4,20180915,8,7,17,,4,1,H,2,1,H,18,6,7,2,8,10,5,4,0,0,0,0,3,0,5,3
1183,4,20180915,13,10,22,,0,1,A,0,1,A,15,7,2,2,11,17,5,3,1,2,0,0,0,3,1,-1
1184,4,20180915,20,12,42,,3,0,H,2,0,H,28,9,9,3,7,7,10,4,0,0,0,0,3,0,3,3
1185,4,20180915,23,2,23,,1,2,A,0,0,D,4,12,2,2,13,11,10,4,0,0,0,0,0,3,3,-1
1186,4,20180915,31,18,30,,1,2,A,0,1,A,11,17,3,10,17,16,5,4,0,0,0,0,0,3,3,-1
1187,4,20180915,32,21,27,,1,2,A,0,2,A,14,9,5,6,9,11,6,8,2,1,0,1,0,3,3,-1
1188,4,20180916,11,34,25,,1,3,A,1,2,A,16,9,4,4,15,12,4,2,2,5,0,0,0,3,4,-2
1189,4,20180916,35,6,4,,1,0,H,0,0,D,30,7,7,2,10,9,8,2,2,4,0,0,3,0,1,1
1190,4,20180917,27,5,6,,2,2,D,1,0,H,14,12,5,4,10,13,1,4,2,3,0,0,1,1,4,0
1191,4,20180922,5,31,7,,1,2,A,0,1,A,8,16,4,7,15,9,5,7,2,1,0,0,0,3,3,-1
1192,4,20180922,6,1,6,,4,0,H,2,0,H,12,19,5,5,17,6,3,8,2,0,0,0,3,0,4,4
1193,4,20180922,7,20,30,,0,5,A,0,3,A,2,21,2,10,6,4,1,9,1,1,0,0,0,3,5,-5
1194,4,20180922,10,23,4,,0,0,D,0,0,D,16,6,4,3,8,11,9,5,1,1,0,0,1,1,0,0
1195,4,20180922,12,32,25,,1,1,D,0,1,A,15,11,3,6,11,9,8,8,2,1,0,0,1,1,2,0
1196,4,20180922,17,13,10,,3,1,H,1,1,D,18,9,8,2,10,16,3,1,2,1,0,0,3,0,4,2
1197,4,20180922,18,27,36,,3,0,H,3,0,H,12,7,4,1,7,10,5,4,0,2,0,0,3,0,3,3
1198,4,20180922,21,35,19,,1,1,D,1,0,H,15,11,6,8,5,17,5,4,1,1,0,0,1,1,2,0
1199,4,20180923,2,11,17,,2,0,H,0,0,D,9,9,5,6,17,12,5,9,2,1,0,0,3,0,2,2
1200,4,20180923,34,8,27,,0,0,D,0,0,D,6,17,1,6,11,9,1,8,2,1,0,0,1,1,0,0
1201,4,20180929,2,32,6,,2,0,H,0,0,D,9,13,2,4,11,17,6,6,2,2,0,0,3,0,2,2
1202,4,20180929,8,18,4,,1,1,D,1,0,H,10,13,4,6,7,9,4,4,0,2,0,0,1,1,2,0
1203,4,20180929,11,12,37,,3,0,H,0,0,D,19,6,6,0,13,13,12,1,0,3,0,0,3,0,3,3
1204,4,20180929,13,31,8,,0,2,A,0,2,A,9,10,5,6,17,16,3,0,2,2,0,0,0,3,2,-2
1205,4,20180929,20,5,22,,2,0,H,1,0,H,28,4,8,1,4,10,10,3,0,3,0,0,3,0,2,2
1206,4,20180929,23,17,44,,0,2,A,0,1,A,6,12,1,5,11,5,5,9,0,0,0,0,0,3,2,-2
1207,4,20180929,34,21,30,,3,1,H,2,0,H,8,9,3,4,12,12,4,9,0,1,0,0,3,0,4,2
1208,4,20180929,35,27,42,,2,0,H,0,0,D,14,17,6,6,11,7,8,6,3,1,0,0,3,0,2,2
1209,4,20180930,7,6,25,,1,2,A,0,0,D,19,3,5,2,11,15,10,2,1,3,0,0,0,3,3,-1
1210,4,20181001,1,10,27,,2,1,H,1,0,H,11,10,5,2,9,12,3,3,3,4,0,0,3,0,3,1
1211,4,20181005,5,34,19,,1,0,H,1,0,H,9,17,4,4,12,8,2,9,3,2,0,0,3,0,1,1
1212,4,20181006,6,13,7,,1,1,D,1,0,H,6,19,3,2,8,11,1,10,2,2,0,0,1,1,2,0
1213,4,20181006,10,35,30,,0,1,A,0,0,D,11,7,4,2,11,13,6,3,3,4,0,0,0,3,1,-1
1214,4,20181006,17,11,4,,1,2,A,1,1,D,8,17,2,8,10,11,2,10,2,1,1,0,0,3,3,-1
1215,4,20181006,21,23,6,,3,2,H,0,2,A,18,13,10,8,16,8,10,6,2,2,0,0,3,0,5,1
1216,4,20181006,31,7,27,,1,0,H,1,0,H,19,8,7,6,7,11,6,2,2,1,0,1,3,0,1,1
1217,4,20181006,32,1,17,,0,4,A,0,3,A,14,10,2,7,11,9,10,7,3,1,1,0,0,3,4,-4
1218,4,20181007,12,2,36,,1,5,A,1,1,D,21,9,4,7,11,12,4,2,2,0,0,0,0,3,6,-4
1219,4,20181007,18,20,25,,0,0,D,0,0,D,7,6,2,2,10,10,2,6,1,3,0,0,1,1,0,0
1220,4,20181007,27,8,8,,0,3,A,0,1,A,15,21,6,6,13,11,4,12,6,0,0,0,0,3,3,-3
1221,4,20181020,1,27,23,,0,0,D,0,0,D,10,8,2,4,10,14,6,4,1,2,0,0,1,1,0,0
1222,4,20181020,7,12,19,,4,2,H,2,2,D,22,9,5,4,15,16,4,4,3,3,0,0,3,0,6,2
1223,4,20181020,8,21,27,,2,2,D,1,0,H,21,7,6,4,9,17,5,3,2,5,0,0,1,1,4,0
1224,4,20181020,13,18,30,,0,1,A,0,1,A,13,11,1,2,9,6,2,4,0,2,0,0,0,3,1,-1
1225,4,20181020,20,6,17,,5,0,H,1,0,H,24,5,10,0,11,5,10,1,2,2,0,0,3,0,5,5
1226,4,20181020,23,5,4,,0,1,A,0,1,A,27,8,6,2,13,17,10,2,0,2,0,0,0,3,1,-1
1227,4,20181020,34,31,25,,0,1,A,0,1,A,13,10,4,2,8,10,10,6,3,0,0,0,0,3,1,-1
1228,4,20181020,35,32,22,,0,2,A,0,2,A,10,9,1,3,23,13,8,2,3,1,0,0,0,3,2,-2
1229,4,20181021,11,10,6,,2,0,H,0,0,D,20,7,4,3,13,17,10,5,2,1,0,0,3,0,2,2
1230,4,20181022,2,17,7,,3,1,H,1,1,D,19,8,6,2,10,10,6,4,2,2,0,0,3,0,4,2
1231,4,20181027,5,35,6,,1,0,H,0,0,D,2,25,1,7,11,8,1,10,3,0,0,0,3,0,1,1
1232,4,20181027,12,1,4,,0,3,A,0,1,A,11,12,1,5,16,3,5,5,2,1,1,0,0,3,3,-3
